video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MayaHidayat-p5y,orang bilang alexis17 tuh bener-bener ngubah financial .,1,orang bilang alexis17 tuh bener-bener ngubah financial .,1
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,173.995.145.570.441,faa3457-k9l," @larchy1324  iyaa emang laksana paling TOP, karoseri lain mah ecek ecek",0,"iyaa emang laksana top , karoseri mah ecek ecek",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.266.815.690,yoman__,prabowo stress,0,prabowo stress,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.537.389.850,Jstarralves-b4i,Bikin pusing pala,0,bikin pusing pala,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.668.584.420,ikbalmohamad5765,Over fender kiri kenapa ada gap mas ? Yang kanan bisa rapat...,0,over fender kiri gap mas ? kanan rapat ...,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,matthiasmarcela-g9m,"3 bang , salam jepe 𝐒𝐆𝐈𝟖𝟖",1,"3 bang , salam jepe 𝐒𝐆𝐈𝟖𝟖",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.278.653.230,nurulhuda5431,"Cuan ni buzzer2 pasti.,",0,"cuan ni buzzer2 pasti. ,",0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.376.379.591.240,NADIFPUTRA_787_9,Kesini cuma buat dislike doang,0,kesini cuma buat dislike doang,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.663.231.870,HaikalFaraby-qc6ne,"Best, ini gokil banget sih🔥👍🏻",0,"best , gokil banget sih",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.007.281.000,HunterW1Mn7,"Makswin brusan di Gates, GG banget",1,"makswin brusan di gates , gg banget",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.550.926.470,denisetiawan_483,Bang kalo geber geber mobil gitu tetangga gk komplain kah?,0,bang kalo geber geber mobil gitu tetangga gk komplain kah ?,0
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,GunturYYgwG,"jepe mulu , nggak prnh zonk",1,"jepe mulu , nggak prnh zonk",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.329.819.300,diansuryana2294,"Kayak nya kalo di tanya masalah joged oke gas, bakal lebih nyambung",0,"kayak nya kalo di tanya masalah joged oke gas , bakal lebih nyambung",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.310.651.380,fotodekacom,Diundang kok mas. 😊,0,diundang kok mas .,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.911.949.892.250,SifaSantai,Rasakan keseruan dan hadiah besar di GGWP88!,1,rasakan keseruan hadiah ggwp88 !,1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,trentruffnataliemai-o8e,lancar lancar bang salam jepe 𝐒𝐆𝐈𝟖𝟖,1,lancar lancar bang salam jepe 𝐒𝐆𝐈𝟖𝟖,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,IntanWijaya-m8g,"seminggu main alexis17 , gue udah ganti kulkas pintu !",1,"seminggu main alexis17 , gue udah ganti kulkas pintu !",1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.893.331.480,Make.itreal,"Lebar, panjang,  Gagah kuadrat lah pokonya",0,"lebar , , gagah kuadrat pokonya",0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,ReannaPlunkett-n6z,9:11 bang jam segitu menang w 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,9:11 bang jam segitu menang w 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.363.672.490,essy-gadikjalan263,"ini mah cuma OMON OMON, ndusma",0,"ini mah cuma omon omon , ndusma",0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,NovitaKartini-t5e,penjelasannya detail mudah dimengerti . alexis17 paham .,1,penjelasannya detail mudah dimengerti . alexis17 paham .,1
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,wisnusalahudin-f7c,"sebulan main alexis17 , hidup gue berubah total !",1,"sebulan main alexis17 , hidup gue berubah total !",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.964.160.459.880,FZ_Project,Mobil dipo gimna tuh,0,mobil dipo gimna tuh,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.763.687.100,dikisetiawan9847,OMON2 ISI KOSONG,0,omon2 isi kosong,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.372.616.604.550,arridha5412,"anjay, pagi² dapat notif Skakmat Ahok.",0,"anjay , pagi² dapat notif skakmat ahok .",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.415.807.515.240,edwardwibowo6788,"@kristiansutanto  ya rakyat yang mau milih, kan kita ga tau jg kedepannya gimana",0,"ya rakyat yang mau milih , kan kita ga tau jg kedepannya gimana",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.291.926.140,hiraatharaniqa2416,Wkwkwkwkkwkwwk,0,wkwkwkwkkwkwwk,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.774.290.512.910,buelysugigi9569,Gabisa nyetir pula saya,0,gabisa nyetir,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,NurSunarto-b2s,emang gak se-mantep alexis17 deh .,1,emang gak se-mantep alexis17 deh .,1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.744.991.979.177.130,adegembul22,Katanya yg warna hitam lbh bertenaga. Bisa arogan ala2,0,katanya yg warna hitam lbh bertenaga . bisa arogan ala2,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.473.521.855.460,achmaddaelami87,@KingPizzaSuper  paham... Tp kita bisa berbuat apa mas...,0,paham ... tp kita bisa berbuat apa mas ...,0
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,harveyprado-f9o,sukaaa bangettt 𝗦𝗚𝗜𝟴𝟴,1,sukaaa bangettt 𝗦𝗚𝗜𝟴𝟴,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.540.504.169.792,bmcbe-smartmediachannel6163,Mr A still the best,0,mr a still the best,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.559.884.470.470,ardhianugrahr5263,percuma yang danain kampanye nya kan...,0,percuma yang danain kampanye nya kan ...,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.305.490.920,mrizky5653,"Ngeri2,gabisa nerima kritik,Soeharto v2",0,"ngeri2 , gabisa nerima kritik , soeharto v2",0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.947.091.375.550,Browny_dakar,Gak cocok buat jadi mobil mobil😅😂,0,gak cocok mobil mobil,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,manusisasisa537,"menang berkat pawpaw4d , pilihan !",1,"menang berkat pawpaw4d , pilihan !",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.324.031.750,misbund,Main ke SKAKMAT atau MALAKA PROJECT lah pak🎉,0,main ke skakmat atau malaka project lah pak,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.412.229.571.780,fauzinurhidayat9196,18 menit bisa kelar ini episode 😂😂,0,18 menit bisa kelar ini episode,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.020.223.910,Pakdhenewbie,Setia samsul hadir,0,setia samsul hadir,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,HasanEmrah-h7d,kayak aja keseruan 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 .,1,kayak aja keseruan 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,FajarAyuningtyas-y4e,", rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan .",1,", rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan .",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.531.527.280,furina-focalor-2,"ada laahh .serinya. "" satu""  tp 0 nya. ntah brp ..??😃🤭🤭",0,laahh .serinya. `` '' tp 0 nya . ntah brp .. ? ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.547.646.920,muhammadbektibahrony6496,Bang...ajarin cara nge drift dongg..😁,0,bang ... ajarin nge drift dongg ..,0
VAEyOCCBlx4,KING OF AEROX !! Modifikasi Yamaha Aerox Alpha Turbo by Nakano Garage #AtenxKatros,Atenx Katros,1.739.965.184.671.160,gamemodification,Napoleon 250 pakai kenalpot modif,0,napoleon 250 pakai kenalpot modif,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.745.047.840,HANZ_YT-25,Vidio di pause lihat komen,0,vidio di pause lihat komen,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.744.991.981.221.420,nofriadi904,Swap engine ayla turbo,0,swap engine ayla turbo,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,DimasOktaviani-b1j,gue rela ninggalin nongkrong fokus alexis17 .,1,gue rela ninggalin nongkrong fokus alexis17 .,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.777.533.310,wandhymandhor3669,Ikutan jamaah dislike😂😂😂,0,ikutan jamaah dislike,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,capawasita,gak skill marketing sukses alexis17 .,1,gak skill marketing sukses alexis17 .,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.383.570.627.100,jiekong82, @Adipatijoyokarto  kasian amat akal sehat lo,0,kasian amat akal sehat lo,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,174.525.117.749.661,WulanYunita-d7d,"Baru seminggu join ALEXIS⭐17⭐, gue udah bisa beliin ortu kulkas baru!",1,"baru seminggu join alexis17 , gue udah bisa beliin ortu kulkas baru !",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,AyuSetiawan-w3j,"seminggu main alexis17 , gue udah ganti drone !",1,"seminggu main alexis17 , gue udah ganti drone !",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.043.393.620,senoharyo,"Out of topic, kamera yg nge shoot ke arah pandji ngga nge-record ^^",0,"out of topic , kamera yg nge shoot ke arah pandji ngga nge-record ^^",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.151.195.180,abimanyupangestu7138,Ziko pngen jadi ngabres😂 9:40,0,ziko pngen ngabres 9:40,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.552.302.840,LraymondPgraham-g2e,𝘈𝘎𝙐𝙎T𝙊T𝐎memberikan kesempatan untuk mencoba sesuatu yang baru.,1,𝘈𝘎𝙐𝙎t𝙊t𝐎memberikan kesempatan mencoba .,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.419.571.414.900,iamincognito7125,"Bonus Demografi ❌
Bonus Nepotisme ✅",0,bonus demografi bonus nepotisme,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,gamantowicaksono,emang gak se-worth it alexis17 sih .,1,emang gak se-worth it alexis17 sih .,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.387.064.734.180,aryapramuji7049, @AnggoroDps_9  sudut pandang keluarga koruptor yg anda maksud,0,sudut pandang keluarga koruptor yg anda maksud,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,Chloeo2O05,keuntungan а𝘎𝙐𝙎𝐓ot𝑂 membeli rumah mudah .,1,keuntungan а𝘎𝙐𝙎𝐓ot𝑂 membeli rumah mudah .,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.271.938.860,Felix-gu2sn,jangan beli bakso 3 bulan ke depan brooo,0,jangan beli bakso 3 bulan ke depan brooo,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.808.670,NazilHakim-j6n,Wih Ada Subaru BRZ Driftng Dengan Suara Paling Gokil V8 💨💨💨💨🔥🔥🔥,0,wih subaru brz driftng suara gokil v8,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.163.308.990,randidirty6127,Pengen liat konten crostrack mas dipo crash,0,pengen liat konten crostrack mas dipo crash,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.501.823.320,AbuArshad2015,Ada aja yang beli di Indonesia 😂,0,aja beli indonesia,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,MiaTlfhg,"bener-bener situs terpercaya , recommended",1,"bener-bener situs terpercaya , recommended",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.319.484.830,asepudin7156,Benar sekali... Yg nyinyir cuman kelompok yg hati nya jahat,0,benar sekali ... yg nyinyir cuman kelompok yg hati nya jahat,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.282.988.030,SamsulKhoir-w5t,Persiden prabowo itu negarawan sejati brow❤❤❤,0,persiden prabowo itu negarawan sejati brow,0
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,KylerHelena-g3v,gw demen gas 𝗦𝗚𝗜𝟴𝟴 wkwkwkww seru . sering2 sih mah,1,gw demen gas 𝗦𝗚𝗜𝟴𝟴 wkwkwkww seru . sering2 sih mah,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.740.028.960.115.850,danielalviandre6179,GASSS BIKIN KONTEN MOTOR,0,gasss bikin konten motor,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.416.245.835.980,surbeinray,bg tecno common 40 pro yg layar lengkung,0,bg tecno common 40 pro yg layar lengkung,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.473.554.251.170,Rayan_biuti,MasyaAllah,0,masyaallah,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,Sabir-34,"dapet cuan ngopi tuh goals , pu lau tujuh tujuh tujuh wujudin !",1,"dapet cuan ngopi tuh goals , pu lau tujuh tujuh tujuh wujudin !",1
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,Jaya3jng4,"swert bonanja gacir , wede 5 juta",1,"swert bonanja gacir , wede 5 juta",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.644.955.200,ashvikjaiswal9087,Kok bisa ya nama ＰＵＬＡＵＷＩＮ ada di mana-mana?,1,kok bisa ya nama ｐｕｌａｕｗｉｎ ada di mana-mana ?,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.774.296.305.510,adnanfadlillah2412,combine gmc ganteng,0,combine gmc ganteng,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.412.643.535.380,ahmadaqif8411,Realme 14 5G bang❤❤❤,0,realme 14 5g bang,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.964.336.963.290,BilgeErsen-b9k,Mulai hari dengan semangat positif di ＭΛＮDALIKΛ𝟟𝟟,1,semangat positif ｍλｎdalikλ𝟟𝟟,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.032.809.520,MulyadiuQLEW,Sering banget dapet sketer di sini,1,sering banget dapet sketer di sini,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.070.179.110,MiftakhulHudaXYZ,Baru juga kemaren upload. Udah crash berat,0,kemaren upload . udah crash berat,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.021.729.460,erenyaeger3471,"0:32 kaget dikit ""minggir lu miskin"" 😂😂",0,0:32 kaget dikit `` minggir lu miskin '',0
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.053.038.694.220,MaryRoby-p6v,nyari2 uang rokok malah dikasih uang jajan seminggu hahaha emng terbaik nih MANDALIKA77,1,nyari2 uang rokok dikasih uang jajan seminggu hahaha emng terbaik nih mandalika77,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.740.032.539.097.650,dewabethumps,"Jepe lagi hari ini, wede gampang banget",1,"jepe , wede gampang banget",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.741.359.440,Jerden25,1:18:45 APA PAK??? KERUKUNAN???? YANG MEMULAI JUGA KALIAN HEY! :face-red-droopy-eyes:,0,1:18:45 apa pak ? ? ? kerukunan ? ? ? ? yang memulai juga kalian hey !,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.660.541.060,DwiPrasetyoUtomo-j9b,Kereennn........ bageetttt bang 💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥,0,kereennn ........ bageetttt bang,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.355.416.050,theokraton8673,"mc nya paid actor ajg,glazing parah,nge mc mah mc aja bro",0,"mc nya paid actor ajg , glazing parah , nge mc mah mc aja bro",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.029.581.280,UCPixel,20 menit langsung SKAKMAT!!!,0,20 menit langsung skakmat ! ! !,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.975.123.619.590,OneidaLanglois,"Muadah mudahan bermanfaat ,,aku kan coba di mandalika77 ,, real asik mainnya",1,"muadah mudahan bermanfaat , ,aku coba mandalika77 , , real asik mainnya",1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,ilyassaptono,gue sih udah ga heran kalo alexis17 ! trending sosmed,1,gue sih udah ga heran kalo alexis17 ! trending sosmed,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.261.220.130,sandymartono7029,Opo seh cok raimu,0,opo seh cok raimu,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,darmajiharyanto,tau rahasia sukses anak muda jaman now ? ya alexis17 !,1,tau rahasia sukses anak muda jaman now ? ya alexis17 !,1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,CreelHaines-t7t,"nyimak abang , weton88 cair mulu",1,"nyimak abang , weton88 cair mulu",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,rendynugraha-n7r,"kalo alexis17 , pusing ?",1,"kalo alexis17 , pusing ?",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,maheswaraemong,bro tau ga alexis17 ! udah support bank e-wallet,1,bro tau ga alexis17 ! udah support bank e-wallet,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.204.657.500,Nandistorikuli,Moh gua kalau ada anisnya bacot doang kerja kgak,0,moh gua kalau ada anisnya bacot doang kerja kgak,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.964.331.937.930,FilizMurat-n9z,"Sukses mulai dari sini, M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 tempatnya!",1,"sukses , m𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 tempatnya !",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.033.760,AliMuhsin-b7i,Mungkin om ziko ga ngeliat🗿,0,om ziko ga ngeliat,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,jokorajasa,gak ngalahin serunya main alexis17 .,1,gak ngalahin serunya main alexis17 .,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.387.184.965.460,sekilassinfomenarik,Intinya ini 2:16 - 2:26,0,intinya ini 2:16 - 2:26,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.322.579.470,suebwadidaw578,Ya ndak tau ko tanya sama saya..,0,ya ndak tau ko tanya sama saya ..,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.605.064.140,kwdunia,Ahok-anis kaya nya cocok 2029,0,ahok-anis kaya nya cocok 2029,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.291.395.250,nilareza5491, @fachrezaa1764 wkwkwk dia menghilang bang,0,wkwkwk dia menghilang bang,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.347.841.971.810,andreareffal5457,"Review barang aneh bang , up!!",0,"review barang aneh bang , up ! !",0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,RinaVP3Na,"wede aman , petir merah bikin mekswin",1,"wede aman , petir merah bikin mekswin",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.345.267.010,yusuffauzi4286,Mana episode crostrek,0,episode crostrek,0
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,dimitribrandenburg-i6x,bng coba game zeus x 1000 𝗦𝗚𝗜𝟴𝟴 gampang bet pecah,1,bng coba game zeus x 1000 𝗦𝗚𝗜𝟴𝟴 gampang bet pecah,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.032.018.410,adimasariefrahman8555,Tolongggg itu kamera sama layarnya cakep bgt gilakk ❤❤😭😭,0,tolongggg itu kamera sama layarnya cakep bgt gilakk,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,JackRory-b1o,"berkah rezeki berkat 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , puji syukur !",1,"berkah rezeki berkat 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , puji syukur !",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.436.521.222,rariru-6156,yaelah masih 4thn lg pula😢😢,0,yaelah masih 4thn lg pula,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.533.711.970,NazilHakim-j6n,21:19 Wih Closinganya Video Pake Mesin V8 🔥🔥🔥🔥,0,21:19 wih closinganya video pake mesin v8,0
