comment,final_comment,label
"Harapaan gw di pemerintahan baru ini, smoga itu judol2 pd d eksekusi, bukan hanya sadbor, tp artis2 yg terindikasi sama akun2 socmed yang ada WM judolnya juga di sikat2in dah",harapaan saya di pemerintahan baru ini semoga itu judol2 pada di eksekusi bukan hanya sadbor tapi artis-artis yang terindikasi dengan akun2 socmed yang ada wm judolnya juga di sikat2in sudah,0
Mungkin ini 1 dari 10anak muda yang di katakan bung karno❤❤.,mungkin ini dari 10anak muda yang di katakan bung karno,0
Waktu ferry irwandi lagi ngomong di suasana rapat dimenit 10:20 ….berasa lagi nonton dokumenter sejarah…take care bang. Kita semua berada di sisi yang sama…doa terbaik kami untuk keselamatan kalian semua yang sedang berperang melawan sistem yang besar judi online ini,waktu ferry irwandi lagi mengomong di suasana rapat dimenit berasa lagi menonton dokumenter sejarah take care kakak kita semua berada di sisi yang dengan doa terbaik kami untuk keselamatan kalian semua yang sedang berperang melawan sistem yang besar judi online ini,0
AL ?,al,0
Bisa jadi aliran dana judol yg di beckingi BUDI ARIE cs mengalir ke projo juga ..,bisa jadi aliran dana judi online yang di beckingi budi arie dan kawan kawan mengalir ke projo juga,0
Apakah yang disebut dengan Judi??kapan seseorang disebut telah jatuh dalam perjudian?.tolong dijelaskan dengan baik dan benar.,apakah yang disebut dengan judi kapan seseorang disebut telah jatuh dalam perjudian tolong dijelaskan dengan baik dan benar,0
"Siap kapten , kita mungkin belum se powerfull kapten
Tapi kita akan terus berusaha semampu kita menyuarakannya juga",siap kapten kita mungkin belum se powerfull kapten tetapi kita akan terus berusaha semampu kita menyuarakannya juga,0
gokil❤,gila,0
"1. Melindungi judol??? 
2. Melindungi fuffa??? 
3. Ransomware??? 
4. ???? 
????",melindungi judi online melindungi fuffa ransomware,0
Bawahan aja brani gitu ya x atasan ngk tau... 😂,bawahan saja berani begitu ya kali atasan enggak tau,0
"sampai saya pause siapa si y promosiin judol taunya 2 akun ini toh
nikitamirzanimawardi_17 dan
chelsea.veronnia y ada di video bang ferry",sampai saya pause siapa si ya promosiin judi online taunya akun ini toh nikitamirzanimawardi_17 dan chelsea veronnia ya ada di video kakak ferry,0
Republik ini butuh orang orang influencer yg berada di jalan lurus seperti kmu bang...judol ini benar benar menghancurkan masarakat menengah kebawah dengan iming iming kemenangan palsu alias tipu tipu berkedok judi....sadbor cuma tersangka kelas teri iti artis artis banyak jadi pengiklan situs situs judol ini dan para pejabat dan polisi rakus sudah pasti ada yg jadi beking para mafia judol ini,republik ini butuh orang orang influencer yang berada di jalan lurus seperti kamu kakak judi online ini benar benar menghancurkan masarakat menengah kebawah dengan iming iming kemenangan palsu alias tipu tipu berkedok judi sadbor cuma tersangka kelas teri iti artis artis banyak jadi pengiklan situs situs judi online ini dan para pejabat dan polisi rakus sudah pasti ada yang jadi beking para mafia judi online ini,0
"Seorang pejuang keadilan dan kebenaran tidak seorang diri ,,,,di belakang anda ada rakyat yg jadi korban bandit"" mafia kekuasaan di pemerintahan jokowi yg sudah merusak demokrasi dan moral etika bangsa ,,,,di rezin jokowi ini sudah rusak di segala lini di lembaga tinggi negara yg ujung""nya untuk kepentingan pribadi dan kelompoknya ,,,,,di MK masih sebagian yg sudah sadar ,,,MA jadi sarang mafia peradilan ,,,,di kominfo jadi sarang bajingan relawan""jokowi yg membina judol dng nilai transaksi ratusan trilyun untuk kepentingan politik jokowi dan antek""nya ,,,,,di BUMN sarang gerombolan tikus""bandit ""berdasi yg sudah bobrok moral dan etikanya ,,,,pinjol dan judol adalah virus penyakit rakyat yg jadi binaan pemerintah ,,,,relawan projo sudah mati kutu terbukak busuknya ,,,,aibnya ,,,,bobroknya buzzer""penguasa yg ujung""nya ada di langkah""politik jokowi ,,,,,kita sebagai rakyat yg kritis dan cerdas kita tagih janji""politik prabowo untuk membrantas ,,,korupsi ,,,berani tidak prabowo menangkap jokowi dan antek""nya di istana yg menjadi sarang bandit"",,,,mafia""hitam yg sudah mencengkeram negri ini ,,,,rakyat yg jadi korban kebiadaban penguasa yg sudah rakus kekuasaan ,,,,yg sudah gelap mata dan hatinya demi sebuah keluarga dinasty yg di bangun dan di citrakan jokowi secara tak beradab ,,,,rakyat cepat atau lambat pasti bangkit melawan dari keterpurukan ekonomi dan politik yg sangat mencengkeram kehidupan di level kritis dan darurat kepemimpinan yg jurdil ,,,,,negara dlm cengkeraman rezim jokowi sangat memberi dampak kesengsaraan bagi rakyat ,,,,,sekarang prabowo jadi pewaris kebobrokan pemerintahan jokowi ,,,menampung sampah""politik jokowi yg tidak pro rakyat ,,,,,apakah prabowo berani menangkap jokowi dan sekutunya yg sudah menyebar di berbagai lini birokrasi yg sudah tidak aman tercemar virus "" penghisap darah yg sangat mematikan bagi kelangsungan hidup berbangsa dan bernegara ,,,,,",seorang pejuang keadilan dan kebenaran tidak seorang diri di belakang anda ada rakyat yang jadi korban bandit mafia kekuasaan di pemerintahan jokowi yang sudah merusak demokrasi dan moral etika bangsa di rezin jokowi ini sudah rusak di segala lini di lembaga tinggi negara yang ujung nya untuk kepentingan pribadi dan kelompoknya di maka masih sebagian yang sudah sadar sama jadi sarang mafia peradilan di kominfo jadi sarang bajingan relawan jokowi yang membina judi online dengan nilai transaksi ratusan trilyun untuk kepentingan politik jokowi dan antek nya di bumn sarang gerombolan tikus bandit berdasi yang sudah bobrok moral dan etikanya pinjaman online dan judi online adalah virus penyakit rakyat yang jadi binaan pemerintah relawan projo sudah mati kutu terbukak busuknya aibnya bobroknya buzzer penguasa yang ujung nya ada di langkah politik jokowi kita sebagai rakyat yang kritis dan cerdas kita tagih janji politik prabowo untuk membrantas korupsi berani tidak prabowo menangkap jokowi dan antek nya di istana yang menjadi sarang bandit mafia hitam yang sudah mencengkeram negeri ini rakyat yang jadi korban kebiadaban penguasa yang sudah rakus kekuasaan yang sudah gelap mata dan hatinya demi sebuah keluarga dinasty yang di bangun dan di citrakan jokowi secara tak beradab rakyat cepat atau lambat pasti bangkit melawan dari keterpurukan ekonomi dan politik yang sangat mencengkeram kehidupan di level kritis dan darurat kepemimpinan yang jurdil negara dalam cengkeraman rezim jokowi sangat memberi dampak kesengsaraan bagi rakyat sekarang prabowo jadi pewaris kebobrokan pemerintahan jokowi menampung sampah politik jokowi yang tidak pro rakyat apakah prabowo berani menangkap jokowi dan sekutunya yang sudah menyebar di berbagai lini birokrasi yang sudah tidak aman tercemar virus penghisap darah yang sangat mematikan bagi kelangsungan hidup berbangsa dan bernegara,0
mantp bg,mantp kakak,0
saya dukung bang,saya dukung kakak,0
Inisial AL,inisial al,0
TANGKAP BUDI ARIE,tangkap budi arie,0
"TIATI STAY TERUS DI RUMAH BANG,LU KALO KELUAR² BAHAYA TAKUT NYAWA LU TERANCAM,KARNA BANYAK KASUS NYA YANG MEMERANGI JUDI ONLINE DI KHEK IN HILANG TANPA KABAR",tiati stay terus di rumah kakak kamu kalau keluar2 bahaya takut nyawa kamu terancam karena banyak kasus nya yang memerangi judi online di khek ini hilang tanpa kabar,0
"Semangat anak muda, kalian adalah ""Pahlawan Tanpa Tanda Jasa"", terus dengan semangat meng-edukasi masyarakat agar keluar dari jeratan judi online❤❤❤",semangat anak muda kalian adalah pahlawan tanpa tanda jasa terus dengan semangat meng edukasi masyarakat agar keluar dari jeratan judi online,0
"Sudah berapa banyak orang yang hancur dan keluarga berantakan karena judi online. Semoga semua bisa segera keluar dari judi online,tidak ada yg di untungkan dari hasil katanya ""uang instan""",sudah berapa banyak orang yang hancur dan keluarga berantakan sebab judi online semoga semua bisa segera keluar dari judi online tidak ada yang di untungkan dari hasil katanya uang instan,0
Gilaaaa gilaaa!,gila gila,0
"kena gak nih bang ketik slot gacor bang masih banyak channel youtube yg promiskan judi online masih ada, lapor chat box ke komdigi masih aja gak guna lapor juga",kena tidak nih kakak ketik permainan judi gacor kakak masih banyak channel youtube yang promiskan judi online masih ada lapor chat box ke komdigi masih saja tidak guna lapor juga,0
"mungkin mereka cara mainnya seperti ini, bandar, oknum, pengiklan situs. Bandar bekerja mencari dan bekerja sama dengan oknum supaya situs tetap bisa jalan. Situs judol diiklankan dengan media kecil atau besar. Ketika konten tempat promosi judol naik, maka pemilik media tempat iklan judol akan di tindak untuk diperiksa. Cara seperti ini dijalankan supaya bandar dan oknum tidak terdeteksi (main bersih) seakan oknum menyatakan saya sudah tegas menutup situs² tersebut. Sedangkan pemberitaan, pemeriksaan, dan penindakan difokuskan ke media tempat iklan judol segingga bandar dan oknum teralihkan dan tidak terteteksi.",mungkin mereka cara mainnya seperti ini bandar oknum pengiklan situs bandar bekerja mencari dan bekerja dengan dengan oknum agar situs tetap bisa jalan situs judi online diiklankan dengan media kecil atau besar ketika konten tempat promosi judi online naik maka pemilik media tempat iklan judi online akan di tindak untuk diperiksa cara seperti ini dijalankan agar bandar dan oknum tidak terdeteksi main bersih seakan oknum menyatakan saya sudah tegas menutup situs2 tersebut sedangkan pemberitaan pemeriksaan dan penindakan difokuskan ke media tempat iklan judi online segingga bandar dan oknum teralihkan dan tidak terteteksi,0
"Ini org bikin rugi negara triliunan rupiah, penghianat negara, hukum mati ga tuh?",ini orang membuat rugi negara triliunan rupiah penghianat negara hukum mati tidak tuh,0
Ho A Ho E😂😂😂😂😂,ho a ho e,0
Semangat Bang,semangat kakak,0
"Gw pernah terjerumus di judol, trs gw sadar dan gw report webnya dlu ke kominfo, tpi setlh laporan itu webnya g ilng mlh akun gw di ban adminnya.",saya pernah terjerumus di judi online terus saya sadar dan saya report webnya dulu ke kominfo tapi setlh laporan itu webnya tidak ilng malah akun saya di ban adminnya,0
"salfok sama sound track awal nya, seperti money heist cinema.",salah fokus dengan sound track awal nya seperti money heist cinema,0
Hukum mati oknum pejabat sampah,hukum mati oknum pejabat sampah,0
kan projo ( pro judi online ) 😂,kan projo pro judi online,0
Ada perwira angkatan laut bunuh diri lantaran kalah judol.. 😊,ada perwira angkatan laut bunuh diri lantaran kalah judi online,0
Bre. Lu sewa body guard. Lu beli jg tuh mobil pindad buat keamanan. Ngeri2 ini lawan mafia judi,bre kamu sewa body guard kamu beli juga tuh mobil pindad buat keamanan ngeri-ngeri ini lawan mafia judi,0
Siapakah sosok AL?,siapakah sosok al,0
"Pada ngebikin Negara jadi Defisit ini yang promosi judol. Secara masyarakat bernegara mereka ini udah melanggar, karena tidak bertanggung jawab pada Negara. Untuk sobat semua, terutama yang di pemerintahan sana, bekerjalah dengan jujur dan bertanggung-jawab karena dengan ini pendapatan Negara bisa naik. Pendapatan Negara naik otomatis gaji kalian ikut naik toh, masalah korupsi kan orang-orang udah pada bertanggung-jawab, jadinya korupsi lebih mudah diberantas lah.
Kurang lebih gitu gambarannya kalau semua orang bersikap jujur, berintegritas, dan bertanggung-jawab.",pada ngebikin negara jadi defisit ini yang promosi judi online secara masyarakat bernegara mereka ini sudah melanggar sebab tidak bertanggung jawab pada negara untuk sobat semua terutama yang di pemerintahan sana bekerjalah dengan jujur dan bertanggung jawab sebab dengan ini pendapatan negara bisa naik pendapatan negara naik otomatis gaji kalian ikut naik toh masalah korupsi kan orang orang sudah pada bertanggung jawab jadinya korupsi lebih mudah diberantas lah kurang lebih begitu gambarannya kalau semua orang bersikap jujur berintegritas dan bertanggung jawab,0
ikan busuk mulai dari kepalanya,ikan busuk mulai dari kepalanya,0
"Semangat terus, kami mendukung. Kangen Jend polisi Sutanto Kapolri era SBY yang berantas judi sampai pelosok pelosok desa.",semangat terus kami mendukung kangen jend polisi sutanto kapolri era surabaya yang berantas judi sampai pelosok pelosok desa,0
"Hukum di negri ini tebang pilih, sebab seseorang bisa ditentukan hukumannya bukan berdasarkan perbuatannya, tapi berdasarkan darimana dia berasal dengan ukuran ekonomi, kedudukan, jabatan dan pengaruhnya. Padahal 1400 tahun lalu Nabi Muhammad SAW sudah memberikan teladan dan petunjuk untuk menghukum seseorang krna perbuatannya bukan karna kedudukannya, dengan sabdanya  
وَاللَّهِ لَوْ أَنَّ فَاطِمَةَ بِنْتَ مُحَمَّدٍ سَرَقَتْ لَقَطَعْتُ يَدَهَا
""Demi Allah, sekiranya Fatimah binti Muhammad mencuri, sungguh aku sendiri yang akan memotong tangannya."" (HR. Bukhari no. 4304 dan Muslim no. 1688).",hukum di negeri ini tebang pilih sebab seseorang bisa ditentukan hukumannya bukan berdasarkan perbuatannya tetapi berdasarkan darimana dia berasal dengan ukuran ekonomi kedudukan jabatan dan pengaruhnya padahal tahun lalu nabi muhammad saw sudah memberikan teladan dan petunjuk untuk menghukum seseorang karena perbuatannya bukan karena kedudukannya dengan sabdanya demi allah sekiranya fatimah binti muhammad mencuri sungguh aku sendiri yang akan memotong tangannya hari bukhari no dan muslim no,0
Berarti Bjorka udh tau dari dulu ya 😮,berarti bjorka sudah tau dari dulu ya,0
Jelas mas fery. Hal seperti ini pasti ada bekingnya. Segala sesuatu kalau setorannya lancar dijamin pasti selamat. Tapi kalau nggak lancar ya habis.,jelas mas fery hal seperti ini pasti ada bekingnya segala sesuatu kalau setorannya lancar dijamin pasti selamat tetapi kalau tidak lancar ya habis,0
untuk masadepan anak anak lebih baik,untuk masadepan anak anak lebih baik,0
Orang tua sy purnawiran TNI dari sy kecil sangat melarang segala bentuk permainan yg berbau judi ....eh sy sekarang punya ipar TNI jatuh miskin gali lobang tutup lobang anak istri menderita gara gara ketagihan JUDOL.....ironic,orang tua saya purnawiran tni dari saya kecil sangat melarang segala bentuk permainan yang berbau judi eh saya sekarang punya ipar tni jatuh miskin gali lobang tutup lobang anak istri menderita gara gara ketagihan judi online ironic,0
saya bersama anda,saya bersama anda,0
"Orang-orang Mulyono mah AMAN bang, gak akan tersentuh HUKUM 😂😂😂😂
CATAT BANG CATAT 😂😂😂😂",orang orang mulyono mah aman kakak tidak akan tersentuh hukum catat kakak catat,0
Ga bahaya ta,tidak bahaya ta,0
We always with you🔥,we always with you,0
Website yang diblokir itu yang ga bayar bulanan ke Kominfo,website yang diblokir itu yang tidak bayar bulanan ke kominfo,0
"Dewalive
Janda4D

masih eksis",dewalive janda4d masih eksis,0
"Barokallah Bang Fery, panjang umur kebaikan, panjang umur perjuangan... Semua makhluk kelak jadi saksi diakhirat atas apa saja yg telah terjadi...",barokallah kakak fery panjang umur kebaikan panjang umur perjuangan semua makhluk kelak jadi saksi diakhirat atas apa saja yang telah terjadi,0
"Semoga senantiasa diberi kesehatan dan umur panjang orang yg memperjuangkan kebenaran termasuk mas Ferry, aamiin",semoga senantiasa diberi kesehatan dan umur panjang orang yang memperjuangkan kebenaran termasuk mas ferry amin,0
Sehat selalu Bang,sehat selalu kakak,0
❤❤❤,,0
Gasss bang,ayo kakak,0
"Beribu terima kasih yaa bang Ferry untuk dedikasimu dlm mencerdaskan masyarakat kita🙏🙏

Semoga Tuhan selalu melindungimu & keluargamu. Semoga di panjangkan umurmu yaa bang supaya di kemudian hari bisa melihat hasil panen dr kerja kerasmu hari ini🙏🙏",beribu terima kasih ya kakak ferry untuk dedikasimu dalam mencerdaskan masyarakat kita semoga tuhan selalu melindungimu keluargamu semoga di panjangkan umurmu ya kakak agar di kemudian hari bisa melihat hasil panen dari kerja kerasmu hari ini,0
"INFLUENCER JUDOL & BANDAR-NYA , layak di hakimi masa sampai tewas seperti begal",influencer judi online bandar nya layak di hakimi masa sampai tewas seperti begal,0
🔥,,0
"Pak koreksi jika sayaa salah, awal mula judi online jadi trending & fomo masyarakat ada seorang influencer komedian yg menceritakan pengalamannya judi online yg membuat culture ini jadi populer dengan tagline ""all in untuk semesta""",pak koreksi jika saya salah awal mula judi online jadi trending fomo masyarakat ada seorang influencer komedian yang menceritakan pengalamannya judi online yang membuat culture ini jadi populer dengan tagline all ini untuk semesta,0
